Geneid	protein_id	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3
SAOUHSC_01633	ABD30710.1	glycine cleavage system P-protein subunit I%2C putative	3010	2855	2057	4854	5801	846
SAOUHSC_01634	ABD30711.1	glycine cleavage system T protein	1546	1221	954	2476	3250	361
SAOUHSC_01635	ABD30712.1	shikimate kinase%2C putative	1819	1754	1005	3515	3883	261
SAOUHSC_01636	ABD30713.1	hypothetical protein	1	2	1	2	3	2
SAOUHSC_01637	ABD30714.1	conserved hypothetical protein	58	38	50	55	91	4
SAOUHSC_01638	ABD30715.1	conserved hypothetical protein	101	73	79	78	67	2
SAOUHSC_01639	ABD30716.1	conserved hypothetical protein	49	35	35	39	29	1
SAOUHSC_01640	ABD30717.1	conserved hypothetical protein	64	43	67	36	41	4
SAOUHSC_01641	ABD30718.1	conserved hypothetical protein	181	133	183	119	76	5
SAOUHSC_01643	ABD30719.1	conserved hypothetical protein	501	292	295	260	254	31
SAOUHSC_01644	ABD30720.1	conserved hypothetical protein	3971	3066	2907	6846	7132	914
SAOUHSC_01645	ABD30721.1	conserved hypothetical protein	1236	1186	1060	2375	3171	325
SAOUHSC_01646	ABD30722.1	glucokinase%2C putative	3027	2626	2289	5738	6031	2775
SAOUHSC_01647	ABD30723.1	conserved hypothetical protein	181	175	196	499	681	62
SAOUHSC_01648	ABD30724.1	conserved hypothetical protein	802	735	642	2021	2706	683
SAOUHSC_01649	ABD30725.1	rhomboid family protein	952	825	827	2762	3302	278
SAOUHSC_01650	ABD30726.1	conserved hypothetical protein	589	459	443	1666	2525	225
SAOUHSC_01651	ABD30727.1	ribosomal protein L33	6285	4134	3867	7312	5073	326
SAOUHSC_01652	ABD30728.1	penicillin-binding protein 3	6389	5703	4141	10790	10879	1667
SAOUHSC_01653	ABD30729.1	superoxide dismutase%2C Mn%2C putative	27591	26766	16671	52587	69264	9869
SAOUHSC_01655	ABD30730.1	conserved hypothetical protein	2533	1889	1669	698	903	34
SAOUHSC_01656	ABD30731.1	conserved hypothetical protein	5416	4031	3392	1634	1887	96
SAOUHSC_01657	ABD30732.1	ABC transporter%2C putative	5200	3716	3312	1588	1960	91
SAOUHSC_01658	ABD30733.1	endonuclease IV%2C putative	14721	11890	12781	8379	10953	2170
SAOUHSC_01659	ABD30734.1	conserved hypothetical protein	13888	11746	12051	9064	11714	1622
SAOUHSC_01660	ABD30735.1	conserved hypothetical protein	9264	8414	6353	7039	7848	1321
SAOUHSC_01661	ABD30736.1	conserved hypothetical protein	5279	4294	3826	3613	4048	420
SAOUHSC_01662	ABD30737.1	RNA polymerase sigma factor%2C putative	36774	27484	23110	22605	17502	3634
SAOUHSC_01663	ABD30738.1	DNA primase%2C putative	30159	20805	20155	13463	11887	1512
SAOUHSC_01664	ABD30739.1	conserved hypothetical protein	2561	1821	1773	2807	2811	472
SAOUHSC_01665	ABD30740.1	CBS domain protein	1383	850	988	1576	1469	105
SAOUHSC_01666	ABD30741.1	glycyl-tRNA synthetase	30520	26431	18966	74427	69546	12899
SAOUHSC_01667	ABD30742.1	conserved hypothetical protein	5121	3687	3995	3072	3015	469
SAOUHSC_01668	ABD30743.1	GTP-binding protein Era	5349	3667	3977	3088	3024	283
SAOUHSC_01669	ABD30744.1	hypothetical protein	521	406	353	297	395	18
SAOUHSC_01670	ABD30745.1	cytidine deaminase	1765	1097	1161	1097	1016	51
SAOUHSC_01671	ABD30746.1	diacylglycerol kinase%2C putative	1216	668	915	898	864	52
SAOUHSC_01672	ABD30747.1	conserved hypothetical protein	2858	2000	1873	2089	2344	222
SAOUHSC_01673	ABD30748.1	conserved hypothetical protein	4525	3219	3168	4679	5969	637
SAOUHSC_01675	ABD30749.1	conserved hypothetical protein	32930	24952	19627	28852	34969	11922
SAOUHSC_01676	ABD30750.1	conserved hypothetical protein	32389	23734	18861	29694	28135	8636
SAOUHSC_01677	ABD30751.1	conserved hypothetical protein	17064	12715	11066	17654	15707	3186
SAOUHSC_01678	ABD30752.1	ribosomal protein S21	32815	26433	19488	39726	18607	3092
SAOUHSC_01679	ABD30753.1	conserved hypothetical protein	11064	12343	7938	11466	13945	2122
SAOUHSC_01680	ABD30754.1	conserved hypothetical protein	3313	3699	2507	2663	3171	322
SAOUHSC_01681	ABD30755.1	ribosomal protein L11 methyltransferase	37891	42472	29582	10565	5621	1138
SAOUHSC_01682	ABD30756.1	DnaJ protein	30487	40551	26669	9291	5258	1444
SAOUHSC_01683	ABD30757.1	DNAk protein%2C putative	608698	675071	450816	111189	25784	5865
SAOUHSC_01684	ABD30758.1	co-chaperone GrpE	164939	192335	128983	30204	5880	195
SAOUHSC_01685	ABD30759.1	heat-inducible transcription repressor HrcA	121678	126514	105298	26557	4302	214
SAOUHSC_01686	ABD30760.1	conserved hypothetical protein	1745	1521	1402	926	1133	212
SAOUHSC_01687	ABD30761.1	conserved hypothetical protein	491	468	378	400	551	484
SAOUHSC_01688	ABD30762.1	conserved hypothetical protein	13783	9993	11164	12163	12198	2474
SAOUHSC_01689	ABD30763.1	ribosomal protein S20	8704	7863	6299	10648	11616	446
SAOUHSC_01690	ABD30764.1	conserved hypothetical protein	4709	3113	4350	1406	1434	90
SAOUHSC_01691	ABD30765.1	DNA internalization-related competence protein ComEC/Rec2	1898	1486	1592	1789	1964	195
SAOUHSC_01692	ABD30766.1	conserved hypothetical protein	2185	1955	1445	3703	4088	430
SAOUHSC_01693	ABD30767.1	conserved hypothetical protein	1283	951	1013	881	1061	117
SAOUHSC_01694	ABD30768.1	conserved hypothetical protein	5013	3933	3556	6273	6096	592
SAOUHSC_01695	ABD30769.1	conserved hypothetical protein	3345	2913	2450	3911	5412	895
SAOUHSC_01696	ABD30770.1	conserved hypothetical protein	2900	2835	2232	4912	6294	1571
SAOUHSC_01697	ABD30771.1	nicotinate (nicotinamide) nucleotide adenylyltransferase	2781	2223	2111	2674	3692	633
SAOUHSC_01698	ABD30772.1	conserved hypothetical protein	631	532	477	706	686	48
SAOUHSC_01699	ABD30773.1	shikimate 5-dehydrogenase	1959	1521	1436	2067	2263	281
SAOUHSC_01700	ABD30774.1	conserved hypothetical protein	4003	3200	2800	3909	4054	526
SAOUHSC_01701	ABD30775.1	conserved hypothetical protein	1892	1605	1491	1936	2295	213
SAOUHSC_01702	ABD30776.1	MTA/SAH nucleosidase	1744	1436	1208	2040	2121	140
SAOUHSC_01703	ABD30777.1	hypothetical protein	2	2	5	3	17	1
SAOUHSC_01704	ABD30778.1	conserved hypothetical protein	66	44	68	136	210	12
SAOUHSC_01705	ABD30779.1	enterotoxin family protein	419	280	258	206	324	30
SAOUHSC_01706	ABD30780.1	conserved hypothetical protein	2083	1458	1343	1658	2406	116
SAOUHSC_01707	ABD30781.1	conserved hypothetical protein	1764	1415	1104	1596	2093	139
SAOUHSC_01708	ABD30782.1	conserved hypothetical protein	963	827	691	866	1436	205
SAOUHSC_01709	ABD30783.1	acetyl-CoA carboxylase%2C biotin carboxylase%2C putative	1570	1586	1037	1766	3611	504
SAOUHSC_01710	ABD30784.1	acetyl-CoA carboxylase%2C biotin carboxyl carrier protein%2C putative	301	281	211	442	917	53
SAOUHSC_01711	ABD30785.1	conserved hypothetical protein	742	656	430	1355	2173	274
SAOUHSC_01712	ABD30786.1	conserved hypothetical protein	488	496	260	1244	1858	321
SAOUHSC_01714	ABD30787.1	transcription elongation factor GreA	9466	7370	6798	9364	9412	892
SAOUHSC_01715	ABD30788.1	uridine kinase	7170	6337	5302	6558	8173	1360
SAOUHSC_01716	ABD30789.1	conserved hypothetical protein	8786	7586	6379	7115	6618	1726
SAOUHSC_01717	ABD30790.1	conserved hypothetical protein	4064	3732	2871	2950	3288	429
SAOUHSC_01718	ABD30791.1	conserved hypothetical protein	1178	829	944	986	1004	35
SAOUHSC_01719	ABD30792.1	conserved hypothetical protein	6268	4634	4823	9672	12781	4060
SAOUHSC_01720	ABD30793.1	conserved hypothetical protein	5806	5309	4841	10855	20454	3919
SAOUHSC_01721	ABD30794.1	conserved hypothetical protein	4170	3186	3044	9033	13671	1485
SAOUHSC_01722	ABD30795.1	alanyl-tRNA synthetase	7657	5773	6833	13040	16144	4582
SAOUHSC_01723	ABD30796.1	conserved hypothetical protein	5641	4260	4342	2989	3410	483
SAOUHSC_01724	ABD30797.1	conserved hypothetical protein	577	472	422	574	707	53
SAOUHSC_01725	ABD30798.1	tRNA methyl transferase%2C putative	8829	7355	6049	6894	7212	1734
SAOUHSC_01726	ABD30799.1	(5-methylaminomethyl-2-thiouridylate)-methyltransferase	2396	1831	1686	1899	2356	357
SAOUHSC_01727	ABD30800.1	conserved hypothetical protein	9641	8153	7072	9608	12980	1628
SAOUHSC_01728	ABD30801.1	conserved hypothetical protein	2439	1834	1530	1988	1985	575
SAOUHSC_01729	ABD30802.1	conserved hypothetical protein	12372	9724	10124	48620	86437	6284
SAOUHSC_01730	ABD30803.1	conserved hypothetical protein	8440	6733	5225	25059	49668	3143
SAOUHSC_01732	ABD30804.1	conserved hypothetical protein	2918	2110	1936	4616	8050	2260
SAOUHSC_01733	ABD30805.1	hypothetical protein	117	74	62	61	27	2
SAOUHSC_01734	ABD30806.1	conserved hypothetical protein	7747	6942	5394	9490	8940	1300
SAOUHSC_01735	ABD30807.1	conserved hypothetical protein	3787	3465	2249	5865	4837	437
SAOUHSC_01736	ABD30808.1	conserved hypothetical protein	168	104	116	185	136	58
SAOUHSC_01737	ABD30809.1	aspartyl-tRNA synthetase	3696	3143	2766	5935	8310	2006
SAOUHSC_01738	ABD30810.1	histidyl-tRNA synthetase	1189	985	921	1642	2144	303
SAOUHSC_01739	ABD30811.1	conserved hypothetical protein	3810	2943	2608	7303	11160	870
SAOUHSC_01741	ABD30812.1	D-tyrosyl-tRNA(Tyr) deacylase	1871	1692	1271	4275	5165	884
SAOUHSC_01742	ABD30813.1	GTP pyrophosphokinase	9162	7305	6301	20772	27791	4518
SAOUHSC_01743	ABD30814.1	adenine phosphoribosyltransferase	5168	3087	3989	3291	3161	528
SAOUHSC_01744	ABD30815.1	conserved hypothetical protein	9320	5595	7246	4591	4744	423
SAOUHSC_01746	ABD30816.1	protein-export membrane protein SecDF	12596	9708	9447	16277	17580	1934
SAOUHSC_01747	ABD30817.1	preprotein translocase%2C YajC subunit	4162	3562	2701	5968	5233	473
SAOUHSC_01748	ABD30818.1	queuine tRNA-ribosyltransferase	7848	7526	6015	6341	8896	1438
SAOUHSC_01749	ABD30819.1	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	6415	6341	5286	3940	6056	1050
SAOUHSC_01750	ABD30820.1	Holliday junction DNA helicase RuvB	7275	7223	5877	5398	8097	2433
SAOUHSC_01751	ABD30821.1	Holliday junction DNA helicase RuvA	4130	3817	3249	3591	4947	408
SAOUHSC_01752	ABD30822.1	ACT domain protein	2450	2474	1753	3026	2146	312
SAOUHSC_01753	ABD30823.1	GTP-binding protein	11717	11574	9099	11351	16429	3372
SAOUHSC_01755	ABD30824.1	ribosomal protein L27	57298	54832	47587	28745	31811	12364
SAOUHSC_01756	ABD30825.1	conserved hypothetical protein	32353	28933	28744	15341	19333	3123
SAOUHSC_01757	ABD30826.1	ribosomal protein L21	76736	75476	72577	40512	81546	11883
SAOUHSC_01758	ABD30827.1	conserved hypothetical protein	4347	3355	4002	1708	1230	107
SAOUHSC_01759	ABD30828.1	rod shape-determining protein MreC	13211	11339	12080	4851	5360	336
SAOUHSC_01760	ABD30829.1	conserved hypothetical protein	30841	21048	28344	2862	3129	218
SAOUHSC_01761	ABD30830.1	conserved hypothetical protein	48910	32695	48205	5350	6417	235
SAOUHSC_01762	ABD30831.1	conserved hypothetical protein	3676	2692	3127	1794	1428	90
SAOUHSC_01763	ABD30832.1	conserved hypothetical protein	3626	2786	3484	367	239	48
SAOUHSC_01764	ABD30833.1	conserved hypothetical protein	1920	1622	2032	275	158	8
SAOUHSC_01765	ABD30834.1	hypothetical protein	302	139	376	49	31	1
SAOUHSC_01766	ABD30835.1	folylpolyglutamate synthase/dihydrofolate synthase%2C putative	15010	13708	11202	42121	50519	7397
SAOUHSC_01767	ABD30836.1	valyl-tRNA synthetase	18405	18481	14207	53943	65754	11237
SAOUHSC_01768	ABD30837.1	conserved hypothetical protein	3048	2232	2330	4420	5380	737
SAOUHSC_01769	ABD30838.1	conserved hypothetical protein	6157	3973	4490	10570	7375	1277
SAOUHSC_01770	ABD30839.1	conserved hypothetical protein	568	311	321	763	571	20
SAOUHSC_01771	ABD30840.1	glutamate-1-semialdehyde-2%2C1-aminomutase	11955	9370	9044	9014	10035	2044
SAOUHSC_01772	ABD30841.1	porphobilinogen synthase	4517	3784	3310	3439	3484	603
SAOUHSC_01773	ABD30842.1	uroporphyrinogen-III synthase%2C putative	2288	1866	1705	1326	1185	102
SAOUHSC_01774	ABD30843.1	porphobilinogen deaminase	8307	6637	6148	5699	6253	969
SAOUHSC_01775	ABD30844.1	conserved hypothetical protein	4118	3088	3326	4518	5354	1318
SAOUHSC_01776	ABD30845.1	glutamyl-tRNA reductase	28264	25973	21016	55718	66166	8536
SAOUHSC_01777	ABD30846.1	GTP-binding protein	1129	984	886	1471	2017	290
SAOUHSC_01778	ABD30847.1	ATP-dependent Clp protease%2C ATP-binding subunit ClpX	38044	29992	26161	24232	22778	5701
SAOUHSC_01779	ABD30848.1	trigger factor	65585	44024	50932	27887	25102	4422
SAOUHSC_01780	ABD30849.1	hypothetical protein	40	30	89	56	209	30
SAOUHSC_01781	ABD30850.1	conserved hypothetical protein	4155	3942	3678	3056	4257	337
SAOUHSC_01782	ABD30851.1	conserved hypothetical protein	1942	2176	2007	1925	3264	926
SAOUHSC_01783	ABD30852.1	hypothetical protein	36	44	55	5	6	2
SAOUHSC_01784	ABD30853.1	ribosomal protein L20	30205	25005	25158	9318	12262	1862
SAOUHSC_01785	ABD30854.1	ribosomal protein L35	28625	22919	23458	8283	11843	867
SAOUHSC_01786	ABD30855.1	translation initiation factor IF-3	43916	37647	36527	14374	17123	3314
SAOUHSC_01787	ABD30856.1	conserved hypothetical protein	6175	4902	5969	31236	57389	9370
SAOUHSC_01788	ABD30857.1	threonyl-tRNA synthetase	6533	5593	4272	28195	80371	15028
SAOUHSC_01789	ABD30858.1	conserved hypothetical protein	7071	6669	5058	18417	32571	1041
SAOUHSC_01791	ABD30859.1	conserved hypothetical protein	7612	6734	6061	10561	12704	2159
SAOUHSC_01792	ABD30860.1	conserved hypothetical protein	7047	6183	4928	12758	13491	2341
SAOUHSC_01793	ABD30861.1	conserved hypothetical protein	2519	2470	1847	5907	7163	884
SAOUHSC_01794	ABD30862.1	glyceraldehyde-3-phosphate dehydrogenase%2C type I	19882	27446	18789	20113	22164	891
SAOUHSC_01795	ABD30863.1	dephospho-CoA kinase	4854	3291	3947	4224	6304	1220
SAOUHSC_01796	ABD30864.1	formamidopyrimidine-DNA glycosylase	3844	2961	3176	4415	4915	554
SAOUHSC_01797	ABD30865.1	DNA polymerase I	9080	6665	6386	11815	12031	1459
SAOUHSC_01798	ABD30866.1	conserved hypothetical protein	2392	1565	2431	1265	1176	80
SAOUHSC_01799	ABD30867.1	Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase domain protein	6106	4103	4543	3950	3810	344
SAOUHSC_01800	ABD30868.1	two-component response regulator%2C putative	1292	936	911	2565	3244	408
SAOUHSC_A01723	ABD32057.1	hypothetical protein	18	23	17	13	8	0
SAOUHSC_01801	ABD30869.1	isocitrate dehydrogenase%2C NADP-dependent	14448	10047	9857	6306	5134	1032
SAOUHSC_01802	ABD30870.1	conserved hypothetical protein	5947	4541	4213	3286	2770	444
SAOUHSC_01803	ABD30871.1	conserved hypothetical protein	7923	6204	4367	28867	36558	5095
SAOUHSC_01804	ABD30872.1	transposase%2C putative	314	249	265	188	138	11
SAOUHSC_01805	ABD30873.1	truncated transposase%2C putative	299	191	173	118	122	13
SAOUHSC_01806	ABD30874.1	pyruvate kinase	11443	8799	7082	38968	31343	11119
SAOUHSC_01807	ABD30875.1	6-phosphofructokinase%2C putative	4048	3549	2938	9448	13563	6992
SAOUHSC_01808	ABD30876.1	acetyl-CoA carboxylase%2C carboxyl transferase%2C alpha subunit	12468	7729	10189	6831	8416	1903
SAOUHSC_01809	ABD30877.1	acetyl-CoA carboxylase%2C carboxyl transferase%2C beta subunit	7941	5424	6186	5219	6627	986
SAOUHSC_01810	ABD30878.1	NADP-dependent malic enzyme%2C putative	6500	4180	4800	4512	6432	1883
SAOUHSC_01811	ABD30879.1	DNA polymerase III%2C alpha subunit superfamily	17683	13745	11894	18276	16020	2677
SAOUHSC_01812	ABD30880.1	conserved hypothetical protein	4584	3410	2927	4240	4083	811
SAOUHSC_01813	ABD30881.1	conserved hypothetical protein	5225	4079	3155	6040	5611	1060
SAOUHSC_01814	ABD30882.1	conserved hypothetical protein	6814	5173	4803	9452	8992	1282
SAOUHSC_01815	ABD30883.1	conserved hypothetical protein	7120	6633	5173	13059	12034	2402
SAOUHSC_01816	ABD30884.1	conserved hypothetical protein	2840	1974	1979	4635	5449	1314
SAOUHSC_01817	ABD30885.1	conserved hypothetical protein	467	296	289	676	487	40
SAOUHSC_01818	ABD30886.1	alanine dehydrogenase	14353	14816	9362	12346	14264	3278
SAOUHSC_01819	ABD30887.1	conserved hypothetical protein	19625	17186	8251	51371	46780	23023
SAOUHSC_01820	ABD30888.1	acetate kinase	10669	8695	7090	8761	7158	1271
SAOUHSC_01821	ABD30889.1	conserved hypothetical protein	2120	1542	1253	2849	2103	245
SAOUHSC_01822	ABD30890.1	conserved hypothetical protein	6345	4487	3205	9679	6471	673
SAOUHSC_01823	ABD30891.1	conserved hypothetical protein	1317	1243	1186	1120	2030	190
SAOUHSC_01824	ABD30892.1	thiamine biosynthesis protein ThiI	2406	2364	2049	1843	2803	703
SAOUHSC_01825	ABD30893.1	conserved hypothetical protein	1830	1556	1466	1437	2097	137
SAOUHSC_01826	ABD30894.1	conserved hypothetical protein	226	189	138	217	153	61
SAOUHSC_01827	ABD30895.1	conserved hypothetical protein	26706	18315	18860	26912	25715	2967
SAOUHSC_01828	ABD30896.1	GAF domain protein	1232	811	797	2003	2165	636
SAOUHSC_01829	ABD30897.1	ribosomal protein S4	66087	68085	56046	40858	47870	10070
SAOUHSC_A01754	ABD32058.1	hypothetical protein	127	60	72	87	89	13
SAOUHSC_01830	ABD30898.1	conserved hypothetical protein	1029	724	797	713	1092	197
SAOUHSC_01831	ABD30899.1	conserved hypothetical protein	1330	1135	762	1810	2181	379
SAOUHSC_01832	ABD30900.1	conserved hypothetical protein	1432	1293	785	18393	23723	3919
SAOUHSC_01833	ABD30901.1	D-3-phosphoglycerate dehydrogenase	2933	2372	2013	17505	22332	3153
SAOUHSC_01834	ABD30902.1	hypothetical protein	117	95	91	209	234	46
SAOUHSC_01835	ABD30903.1	conserved hypothetical protein	2652	2037	2256	7262	10731	743
SAOUHSC_01836	ABD30904.1	conserved hypothetical protein	7862	5699	5912	5028	5855	799
SAOUHSC_01837	ABD30905.1	1-acyl-sn-glycerol-3-phosphate acyltransferases domain protein	1535	1124	1038	2707	3256	543
SAOUHSC_01838	ABD30906.1	conserved hypothetical protein	3910	2991	1855	8097	9199	2188
SAOUHSC_01839	ABD30907.1	tyrosyl-tRNA synthetase	1201	756	719	1554	1831	244
SAOUHSC_01840	ABD30908.1	transglycosylase domain protein	603	341	440	830	1113	64
SAOUHSC_01841	ABD30909.1	hypothetical protein	1	0	0	0	0	1
SAOUHSC_01843	ABD30910.1	conserved hypothetical protein	2767	1856	1673	1159	1366	147
SAOUHSC_01844	ABD30911.1	conserved hypothetical protein	7	7	6	3	5	2
SAOUHSC_01845	ABD30912.1	formate-tetrahydrofolate ligase%2C putative	11024	9096	5572	16524	21607	5739
SAOUHSC_01846	ABD30913.1	acetyl-CoA synthetase%2C putative	3958	4559	2432	8451	16633	2830
SAOUHSC_01847	ABD30914.1	conserved hypothetical protein	1091	1115	641	3617	4341	659
SAOUHSC_01849	ABD30915.1	conserved hypothetical protein	2097	2228	1215	4527	5993	1410
SAOUHSC_01850	ABD30916.1	catabolite control protein A	20424	14090	13260	17486	27846	2321
SAOUHSC_01851	ABD30917.1	hypothetical protein	1	1	2	3	1	1
SAOUHSC_01852	ABD30918.1	conserved hypothetical protein	5442	3675	3665	22595	39297	5386
SAOUHSC_01853	ABD30919.1	hypothetical protein	18	20	15	23	25	1
SAOUHSC_01854	ABD30920.1	conserved hypothetical protein	37611	30764	25202	58055	75294	25058
SAOUHSC_01855	ABD30921.1	conserved hypothetical protein	37198	28492	20992	55532	32326	6490
SAOUHSC_01856	ABD30922.1	UDP-N-acetylmuramate--alanine ligase	10337	7777	7332	12993	18520	2224
SAOUHSC_01857	ABD30923.1	conserved hypothetical protein	20331	15024	13672	28717	37127	8350
SAOUHSC_01858	ABD30924.1	conserved hypothetical protein	1544	1037	976	2349	2863	935
SAOUHSC_01859	ABD30925.1	conserved hypothetical protein	1677	1141	1161	2204	1848	340
SAOUHSC_01860	ABD30926.1	conserved hypothetical protein	2105	1411	1270	4945	4511	1302
SAOUHSC_01861	ABD30927.1	conserved hypothetical protein	3505	2188	2223	3527	3947	1151
SAOUHSC_01863	ABD30928.1	conserved hypothetical protein	2038	1318	1590	4349	4133	220
SAOUHSC_01864	ABD30929.1	conserved hypothetical protein	2153	1635	1360	2536	3233	889
SAOUHSC_01865	ABD30930.1	conserved hypothetical protein	15080	11990	12259	12631	18016	2880
SAOUHSC_01866	ABD30931.1	conserved hypothetical protein	16979	13706	12260	19485	21922	7855
SAOUHSC_01867	ABD30932.1	D-amino acid aminotransferase	4233	2940	3264	4834	6220	1111
SAOUHSC_01868	ABD30933.1	conserved hypothetical protein	3122	2396	1989	9729	11439	5760
SAOUHSC_01869	ABD30934.1	conserved hypothetical protein	7490	7926	5990	19222	32921	4004
SAOUHSC_01870	ABD30935.1	ribosomal small subunit pseudouridine synthase A%2C putative	4450	3353	3529	4683	7260	1000
SAOUHSC_01871	ABD30936.1	polysaccharide biosynthesis protein%2C putative	4576	3437	3171	6643	6279	1332
SAOUHSC_01872	ABD30937.1	conserved hypothetical protein	2000	1831	1469	2251	2978	813
SAOUHSC_01873	ABD30938.1	conserved hypothetical protein	6853	4625	5008	2275	2319	339
SAOUHSC_01874	ABD30939.1	conserved hypothetical protein	482	351	355	827	1509	652
SAOUHSC_01875	ABD30940.1	leucyl-tRNA synthetase	3665	3140	2547	6951	7684	2366
SAOUHSC_01876	ABD30941.1	conserved hypothetical protein	2459	2338	1639	2879	2281	602
SAOUHSC_01877	ABD30942.1	conserved hypothetical protein	3044	2297	1810	3928	3970	1044
SAOUHSC_01878	ABD30943.1	conserved hypothetical protein	2357	1676	1475	2836	2931	228
SAOUHSC_01879	ABD30944.1	virulence factor regulator protein	6819	5203	4859	7498	6627	443
SAOUHSC_01880	ABD30945.1	conserved hypothetical protein	157	107	108	80	120	11
SAOUHSC_01881	ABD30946.1	conserved hypothetical protein	200	155	157	112	90	6
SAOUHSC_01882	ABD30947.1	conserved hypothetical protein	7414	5051	4727	5870	6027	896
SAOUHSC_01883	ABD30948.1	conserved hypothetical protein	15	8	25	11	35	5
SAOUHSC_01884	ABD30949.1	conserved hypothetical protein	4825	6078	2730	28273	40065	5552
SAOUHSC_01886	ABD30950.1	riboflavin synthase%2C beta subunit	1240	1234	944	1434	1268	293
SAOUHSC_01887	ABD30951.1	riboflavin biosynthesis protein%2C putative	2634	3058	2426	2482	2974	472
SAOUHSC_01888	ABD30952.1	riboflavin synthase%2C alpha subunit	1486	1623	1230	1309	1344	305
SAOUHSC_01889	ABD30953.1	riboflavin biosynthesis protein RibD	2718	3222	2336	2962	2924	1007
SAOUHSC_01890	ABD30954.1	conserved hypothetical protein	903	670	658	888	899	160
SAOUHSC_01891	ABD30955.1	arsenate operon regulator	544	480	420	323	497	13
SAOUHSC_01893	ABD30956.1	arsenical pump membrane protein subfamily	1937	1691	1815	1165	1503	65
SAOUHSC_01894	ABD30957.1	arsenate reductase	956	842	887	620	610	169
SAOUHSC_01895	ABD30958.1	conserved hypothetical protein	8653	7224	6513	9304	12024	1659
SAOUHSC_01896	ABD30959.1	conserved hypothetical protein	1174	787	813	1781	2175	115
SAOUHSC_01897	ABD30960.1	conserved hypothetical protein	882	618	911	1416	1421	73
SAOUHSC_01898	ABD30961.1	conserved hypothetical protein	1029	759	1050	1859	2560	67
SAOUHSC_01899	ABD30962.1	conserved hypothetical protein	1214	901	1078	1926	2349	102
SAOUHSC_01900	ABD30963.1	conserved hypothetical protein	1316	758	1063	536	377	32
SAOUHSC_01901	ABD30964.1	conserved hypothetical protein	7221	5355	2910	12293	12716	877
SAOUHSC_01902	ABD30965.1	conserved hypothetical protein	58	27	43	298	250	26
SAOUHSC_01903	ABD30966.1	conserved hypothetical protein	65	51	47	149	202	22
SAOUHSC_01904	ABD30967.1	conserved hypothetical protein	121	76	77	102	141	14
SAOUHSC_01905	ABD30968.1	truncated transposase%2C putative	293	243	259	132	122	10
SAOUHSC_01906	ABD30969.1	truncated transposase%2C putative	123	72	92	77	20	30
SAOUHSC_01907	ABD30970.1	conserved hypothetical protein	1297	1127	600	2146	2926	1100
SAOUHSC_01908	ABD30971.1	conserved hypothetical protein	9618	7730	6733	10554	11695	576
SAOUHSC_01909	ABD30972.1	S-adenosylmethionine synthetase	9156	7001	7263	9276	11362	2798
SAOUHSC_01910	ABD30973.1	phosphoenolpyruvate carboxykinase (ATP)	39105	40187	24487	32767	38694	5765
SAOUHSC_01911	ABD30974.1	transposase%2C IS200 family	935	876	745	1295	2087	92
SAOUHSC_01912	ABD30975.1	conserved hypothetical protein	972	661	589	494	346	121
SAOUHSC_01913	ABD30976.1	conserved hypothetical protein	215	184	159	120	144	17
SAOUHSC_01914	ABD30977.1	conserved hypothetical protein	933	690	579	1468	1843	216
SAOUHSC_01915	ABD30978.1	conserved hypothetical protein	978	638	570	850	792	177
SAOUHSC_01916	ABD30979.1	o-succinylbenzoic acid--coa ligase%2C putative	995	682	549	994	993	305
SAOUHSC_01917	ABD30980.1	conserved hypothetical protein	527	330	379	97	116	5
SAOUHSC_01918	ABD30981.1	conserved hypothetical protein	11141	14722	8971	11361	9209	1177
SAOUHSC_01919	ABD30982.1	conserved hypothetical protein	17879	21725	14248	14280	8912	1833
SAOUHSC_01920	ABD30983.1	conserved hypothetical protein	427	359	334	474	389	27
SAOUHSC_01921	ABD30984.1	conserved hypothetical protein	249	166	161	224	129	6
SAOUHSC_01922	ABD30985.1	conserved hypothetical protein	552	329	357	397	386	37
SAOUHSC_01923	ABD30986.1	conserved hypothetical protein	117	71	107	265	259	24
SAOUHSC_01924	ABD30987.1	conserved hypothetical protein	47	17	19	21	35	2
SAOUHSC_01925	ABD30988.1	conserved hypothetical protein	26	24	28	31	29	35
SAOUHSC_01926	ABD30989.1	conserved hypothetical protein	407	335	309	341	785	167
SAOUHSC_01927	ABD30990.1	transposase%2C IS3 family%2C truncation-related protein%2C putative	166	125	145	176	204	14
SAOUHSC_01928	ABD30991.1	transposase family protein%2C putative	228	187	141	156	289	7
SAOUHSC_01929	ABD30992.1	conserved hypothetical protein	580	415	427	290	240	4
SAOUHSC_01930	ABD30993.1	conserved hypothetical protein	410	241	512	454	711	55
SAOUHSC_01931	ABD30994.1	conserved hypothetical protein	797	465	706	1113	1328	222
SAOUHSC_01932	ABD30995.1	type I restriction-modification enzyme%2C S subunit%2C EcoA family%2C putative	900	553	580	1315	1687	430
SAOUHSC_01933	ABD30996.1	type I restriction-modification system%2C M subunit	844	571	483	1643	1784	615
SAOUHSC_01934	ABD30997.1	conserved hypothetical protein	23	6	13	6	6	3
SAOUHSC_01935	ABD30998.1	serine protease SplF%2C putative	1558	692	667	317	415	113
